manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,orientation,notes
Novation,Circuit,Mod Matrix,mod matrix 12 depth,sysex patch address: 170,,,,,2,13,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 12 destination,sysex patch address: 171,,,,,2,14,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 13 source 1,sysex patch address: 172,,,,,2,15,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 13 source 2,sysex patch address: 173,,,,,2,16,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 13 depth,sysex patch address: 174,,,,,2,18,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 13 destination,sysex patch address: 175,,,,,2,19,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 14 source 1,sysex patch address: 176,,,,,2,20,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 14 source 2,sysex patch address: 177,,,,,2,21,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 14 depth,sysex patch address: 178,,,,,2,23,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 14 destination,sysex patch address: 179,,,,,2,24,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 15 source 1,sysex patch address: 180,,,,,2,25,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 15 source 2,sysex patch address: 181,,,,,2,27,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 15 depth,sysex patch address: 182,,,,,2,28,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 15 destination,sysex patch address: 183,,,,,2,29,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 16 source 1,sysex patch address: 184,,,,,2,30,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 16 source 2,sysex patch address: 185,,,,,2,32,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 16 depth,sysex patch address: 186,,,,,2,33,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 16 destination,sysex patch address: 187,,,,,2,34,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 17 source 1,sysex patch address: 188,,,,,2,35,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 17 source 2,sysex patch address: 189,,,,,2,37,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 17 depth,sysex patch address: 190,,,,,2,38,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 17 destination,sysex patch address: 191,,,,,2,39,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 18 source 1,sysex patch address: 192,,,,,2,40,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 18 source 2,sysex patch address: 193,,,,,2,42,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 18 depth,sysex patch address: 194,,,,,2,43,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 18 destination,sysex patch address: 195,,,,,2,44,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 19 source 1,sysex patch address: 196,,,,,2,45,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 19 source 2,sysex patch address: 197,,,,,2,47,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 19 depth,sysex patch address: 198,,,,,2,48,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 19 destination,sysex patch address: 199,,,,,2,49,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 20 source 1,sysex patch address: 200,,,,,2,50,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 20 source 2,sysex patch address: 201,,,,,2,52,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 20 depth,sysex patch address: 202,,,,,2,53,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 20 destination,sysex patch address: 203,,,,,2,54,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Macro Knob,macro knob 1 position,sysex patch address: 204,80,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 1 destination A,sysex patch address: 205,,,,,3,0,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 1 start position A,sysex patch address: 206,,,,,3,1,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 end position A,sysex patch address: 207,,,,,3,2,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 depth A,sysex patch address: 208,,,,,3,3,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 1 destination B,sysex patch address: 209,,,,,3,4,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 1 start position B,sysex patch address: 210,,,,,3,5,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 end position B,sysex patch address: 211,,,,,3,6,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 depth B,sysex patch address: 212,,,,,3,7,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 1 destination C,sysex patch address: 213,,,,,3,8,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 1 start position C,sysex patch address: 214,,,,,3,9,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 end position C,sysex patch address: 215,,,,,3,10,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 depth C,sysex patch address: 216,,,,,3,11,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 1 destination D,sysex patch address: 217,,,,,3,12,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 1 start position D,sysex patch address: 218,,,,,3,13,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 end position D,sysex patch address: 219,,,,,3,14,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 1 depth D,sysex patch address: 220,,,,,3,15,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 2 position,sysex patch address: 221,81,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 2 destination A,sysex patch address: 222,,,,,3,16,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 2 start position A,sysex patch address: 223,,,,,3,17,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 end position A,sysex patch address: 224,,,,,3,18,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 depth A,sysex patch address: 225,,,,,3,19,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 2 destination B,sysex patch address: 226,,,,,3,20,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 2 start position B,sysex patch address: 227,,,,,3,21,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 end position B,sysex patch address: 228,,,,,3,22,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 depth B,sysex patch address: 229,,,,,3,23,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 2 destination C,sysex patch address: 230,,,,,3,24,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 2 start position C,sysex patch address: 231,,,,,3,25,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 end position C,sysex patch address: 232,,,,,3,26,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 depth C,sysex patch address: 233,,,,,3,27,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 2 destination D,sysex patch address: 234,,,,,3,28,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 2 start position D,sysex patch address: 235,,,,,3,29,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 end position D,sysex patch address: 236,,,,,3,30,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 2 depth D,sysex patch address: 237,,,,,3,31,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 3 position,sysex patch address: 238,82,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 3 destination A,sysex patch address: 239,,,,,3,32,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 3 start position A,sysex patch address: 240,,,,,3,33,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 end position A,sysex patch address: 241,,,,,3,34,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 depth A,sysex patch address: 242,,,,,3,35,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 3 destination B,sysex patch address: 243,,,,,3,36,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 3 start position B,sysex patch address: 244,,,,,3,37,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 end position B,sysex patch address: 245,,,,,3,38,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 depth B,sysex patch address: 246,,,,,3,39,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 3 destination C,sysex patch address: 247,,,,,3,40,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 3 start position C,sysex patch address: 248,,,,,3,41,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 end position C,sysex patch address: 249,,,,,3,42,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 depth C,sysex patch address: 250,,,,,3,43,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 3 destination D,sysex patch address: 251,,,,,3,44,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 3 start position D,sysex patch address: 252,,,,,3,45,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 end position D,sysex patch address: 253,,,,,3,46,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 3 depth D,sysex patch address: 254,,,,,3,47,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 4 position,sysex patch address: 255,83,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 4 destination A,sysex patch address: 256,,,,,3,48,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 4 start position A,sysex patch address: 257,,,,,3,49,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 end position A,sysex patch address: 258,,,,,3,50,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 depth A,sysex patch address: 259,,,,,3,51,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 4 destination B,sysex patch address: 260,,,,,3,52,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 4 start position B,sysex patch address: 261,,,,,3,53,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 end position B,sysex patch address: 262,,,,,3,54,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 depth B,sysex patch address: 263,,,,,3,55,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 4 destination C,sysex patch address: 264,,,,,3,56,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 4 start position C,sysex patch address: 265,,,,,3,57,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 end position C,sysex patch address: 266,,,,,3,58,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 depth C,sysex patch address: 267,,,,,3,59,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 4 destination D,sysex patch address: 268,,,,,3,60,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 4 start position D,sysex patch address: 269,,,,,3,61,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 end position D,sysex patch address: 270,,,,,3,62,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 4 depth D,sysex patch address: 271,,,,,3,63,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 5 position,sysex patch address: 272,84,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 5 destination A,sysex patch address: 273,,,,,3,64,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 5 start position A,sysex patch address: 274,,,,,3,65,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 end position A,sysex patch address: 275,,,,,3,66,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 depth A,sysex patch address: 276,,,,,3,67,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 5 destination B,sysex patch address: 277,,,,,3,68,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 5 start position B,sysex patch address: 278,,,,,3,69,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 end position B,sysex patch address: 279,,,,,3,70,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 depth B,sysex patch address: 280,,,,,3,71,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 5 destination C,sysex patch address: 281,,,,,3,72,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 5 start position C,sysex patch address: 282,,,,,3,73,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 end position C,sysex patch address: 283,,,,,3,74,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 depth C,sysex patch address: 284,,,,,3,75,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 5 destination D,sysex patch address: 285,,,,,3,76,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 5 start position D,sysex patch address: 286,,,,,3,77,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 end position D,sysex patch address: 287,,,,,3,78,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 5 depth D,sysex patch address: 288,,,,,3,79,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 6 position,sysex patch address: 289,85,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 6 destination A,sysex patch address: 290,,,,,3,80,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 6 start position A,sysex patch address: 291,,,,,3,81,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 end position A,sysex patch address: 292,,,,,3,82,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 depth A,sysex patch address: 293,,,,,3,83,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 6 destination B,sysex patch address: 294,,,,,3,84,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 6 start position B,sysex patch address: 295,,,,,3,85,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 end position B,sysex patch address: 296,,,,,3,86,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 depth B,sysex patch address: 297,,,,,3,87,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 6 destination C,sysex patch address: 298,,,,,3,88,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 6 start position C,sysex patch address: 299,,,,,3,89,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 end position C,sysex patch address: 300,,,,,3,90,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 depth C,sysex patch address: 301,,,,,3,91,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 6 destination D,sysex patch address: 302,,,,,3,92,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 6 start position D,sysex patch address: 303,,,,,3,93,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 end position D,sysex patch address: 304,,,,,3,94,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 6 depth D,sysex patch address: 305,,,,,3,95,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 7 position,sysex patch address: 306,86,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 7 destination A,sysex patch address: 307,,,,,3,96,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 7 start position A,sysex patch address: 308,,,,,3,97,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 end position A,sysex patch address: 309,,,,,3,98,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 depth A,sysex patch address: 310,,,,,3,99,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 7 destination B,sysex patch address: 311,,,,,3,100,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 7 start position B,sysex patch address: 312,,,,,3,101,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 end position B,sysex patch address: 313,,,,,3,102,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 depth B,sysex patch address: 314,,,,,3,103,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 7 destination C,sysex patch address: 315,,,,,3,104,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 7 start position C,sysex patch address: 316,,,,,3,105,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 end position C,sysex patch address: 317,,,,,3,106,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 depth C,sysex patch address: 318,,,,,3,107,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 7 destination D,sysex patch address: 319,,,,,3,108,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 7 start position D,sysex patch address: 320,,,,,3,109,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 end position D,sysex patch address: 321,,,,,3,110,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 7 depth D,sysex patch address: 322,,,,,3,111,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 8 position,sysex patch address: 323,87,,0,127,,,,,0-based,
Novation,Circuit,Macro Knob,macro knob 8 destination A,sysex patch address: 324,,,,,3,112,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 8 start position A,sysex patch address: 325,,,,,3,113,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 end position A,sysex patch address: 326,,,,,3,114,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 depth A,sysex patch address: 327,,,,,3,115,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 8 destination B,sysex patch address: 328,,,,,3,116,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 8 start position B,sysex patch address: 329,,,,,3,117,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 end position B,sysex patch address: 330,,,,,3,118,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 depth B,sysex patch address: 331,,,,,3,119,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 8 destination C,sysex patch address: 332,,,,,3,120,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 8 start position C,sysex patch address: 333,,,,,3,121,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 end position C,sysex patch address: 334,,,,,3,122,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 depth C,sysex patch address: 335,,,,,3,123,0,127,Centered,
Novation,Circuit,Macro Knob,macro knob 8 destination D,sysex patch address: 336,,,,,3,124,0,70,0-based,
Novation,Circuit,Macro Knob,macro knob 8 start position D,sysex patch address: 337,,,,,3,125,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 end position D,sysex patch address: 338,,,,,3,126,0,127,0-based,
Novation,Circuit,Macro Knob,macro knob 8 depth D,sysex patch address: 339,,,,,3,127,0,127,Centered,
